OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_ADDRESS_TWO,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_ADMIN_NAME,FAC_OPER_CURRYR,BEG_DATE,END_DATE,PARENT_NAME,PARENT_ADDRESS_ONE,PARENT_ADDRESS_TWO,PARENT_CITY,PARENT_STATE,PARENT_ZIPCODE,REPORT_PREP_NAME,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,REPORT_STATUS,MCAL_PROVIDER_NO,MCARE_PROVIDER_NO,ACLAIMS_NO,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,LONGITUDE,LATITUDE,License_Category,Clin_FQHC_or_Like,Clin_95210_Rural,ComSvc_Adult_Day_Care,ComSvc_Child_Care,ComSvc_Education,ComSvc_Nutrition,ComSvc_Disaster_Relief,ComSvc_Environ_Health,ComSvc_Homeless,ComSvc_Legal,ComSvc_Outreach,ComSvc_Social_Svcs,ComSvc_Subst_Abuse,ComSvc_Transport,ComSvc_Voc_Training,ComSvc_Othr,Arabic_Lang_Stf,Arabic_Lang_Pt,Armenian_Lang_Stf,Armenian_Lang_Pt,Cambodian_Lang_Stf,Cambodian_Lang_Pt,Chinese_Lang_Stf,Chinese_Lang_Pt,Hindustani_Lang_Stf,Hindustani_Lang_Pt,Hmong_Lang_Stf,Hmong_Lang_Pt,Japanese_Lang_Stf,Japanese_Lang_Pt,Korean_Lang_Stf,Korean_Lang_Pt,Laotian_Lang_Stf,Laotian_Lang_Pt,Portugese_Lang_Stf,Portugese_Lang_Pt,Punjabi_Lang_Stf,Punjabi_Lang_Pt,Russian_Lang_Stf,Russian_Lang_Pt,Sign_Lang_Stf,Sign_Lang_Pt,Spanish_Lang_Stf,Spanish_Lang_Pt,Tagalog_Lang_Stf,Tagalog_Lang_Pt,Vietnamese_Lang_Stf,Vietnamese_Lang_Pt,Eng_Not_Prim_Pt_Percent,Lang_If_Eng_Not_Prim,Physn_Salary_FTE,Physn_Contract_FTE,Physn_Volunteer_FTE,Physn_TOTL_FTE,Physn_Enctr_FTE,Physn_Asst_Salary_FTE,Physn_Asst_Contract_FTE,Physn_Asst_Volunteer_FTE,Physn_Asst_TOTL_FTE,Physn_Asst_Enctr_FTE,Nur_Fam_Pract_Salary_FTE,Nur_Fam_Pract_Contract_FTE,Nur_Fam_Pract_Volunteer_FTE,Nur_Fam_Pract_TOTL_FTE,Nur_Fam_Pract_Enctr_FTE,Midwiv_Salary_FTE,Midwiv_Contract_FTE,Midwiv_Volunteer_FTE,Midwiv_TOTL_FTE,Midwiv_Enctr_FTE,Nur_Visit_Salary_FTE,Nur_Visit_Contract_FTE,Nur_Visit_Volunteer_FTE,Nur_Visit_TOTL_FTE,Nur_Visit_Enctr_FTE,Dentist_Salary_FTE,Dentist_Contract_FTE,Dentist_Volunteer_FTE,Dentist_TOTL_FTE,Dentist_Enctr_FTE,Dent_Hyg_Salary_FTE,Dent_Hyg_Contract_FTE,Dent_Hyg_Volunteer_FTE,Dent_Hyg_TOTL_FTE,Dent_Hyg_Enctr_FTE,PsyD_Salary_FTE,PsyD_Contract_FTE,PsyD_Volunteer_FTE,PsyD_TOTL_FTE,PsyD_Enctr_FTE,Psych_Clin_Salary_FTE,Psych_Clin_Contract_FTE,Psych_Clin_Volunteer_FTE,Psych_Clin_TOTL_FTE,Psych_Clin_Enctr_FTE,LCSW_Salary_FTE,LCSW_Contract_FTE,LCSW_Volunteer_FTE,LCSW_TOTL_FTE,LCSW_Enctr_FTE,Othr_MediCal_Provdr_Salary_FTE,Othr_MediCal_Provdr_Contract_FTE,Othr_MediCal_Provdr_Volunteer_FTE,Othr_MediCal_Provdr_TOTL_FTE,Othr_MediCal_Provdr_Enctr_FTE,Othr_CPSP_Providr_Salary_FTE,Othr_CPSP_Provdr_Contract_FTE,Othr_CPSP_Provdr_Volunteer_FTE,Othr_CPSP_Provdr_TOTL_FTE,Othr_CPSP_Provdr_Enctr_FTE,FTE_Salary_TOTL,FTE_Contract_TOTL,FTE_Volunteer_TOTL,FTE_GRAND_TOTL,Enctr_GRAND_TOTL,RDH_Salary_FTE,RDH_Contract_FTE,RDH_Volunteer_FTE,RDH_TOTL_FTE,RDH_Contact_FTE,Dent_Asst_Salary_FTE,Dent_Asst_Contract_FTE,Dent_Asst_Volunteer_FTE,Dent_Asst_TOTL_FTE,Dent_Asst_Contact_FTE,Dent_Asst_No_Lic_Salary_FTE,Dent_Asst_No_Lic_Contract_FTE,Dent_Asst_No_Lic_Volunteer_FTE,Dent_Asst_No_Lic_TOTL_FTE,Dent_Asst_No_Lic_Contact_FTE,Therapist_Marr_Fam(MFT)_Salary_FTE,Therapist_Marr_Fam(MFT)_Contract_FTE,Therapist_Marr_Fam(MFT)_Volunteer_FTE,Therapist_Marr_Fam(MFT)_TOTL_FTE,Therapist_Marr_Fam(MFT)_Contact_FTE,Nur_Regist_Salary_FTE,Nur_Regist_Contract_FTE,Nur_Regist_Volunteer_FTE,Nur_Regist_TOTL_FTE,Nur_Regist_Contact_FTE,LVN_Salary_FTE,LVN_Contract_FTE,LVN_Volunteer_FTE,LVN_TOTL_FTE,LVN_Contact_FTE,Med_Asst_No_Lic_Salary_FTE,Med_Asst_No_Lic_Contract_FTE,Med_Asst_No_Lic_Volunteer_FTE,Med_Asst_No_Lic_TOTL_FTE,Med_Asst_No_Lic_Contact_FTE,Pt_Educ_NonLic_Salary_FTE,Pt_Educ_NonLic_Contract_FTE,Pt_Educ_NonLic_Volunteer_FTE,Pt_Educ_NonLic_TOTL_FTE,Pt_Educ_NonLic_Contact_FTE,Subs_Abuse_Salary_FTE,Subs_Abuse_Contract_FTE,Subs_Abuse_Volunteer_FTE,Subs_Abuse_TOTL_FTE,Subs_Abuse_Contact_FTE,Billing_staff_Salary_FTE,Billing_staff_Contract_FTE,Billing_staff_Volunteer_FTE,Billing_staff_TOTL_FTE,Billing_staff_Contact_FTE,Other_Admin_Staff_Salary_FTE,Other_Admin_Staff_Contract_FTE,Other_Admin_Staff_Volunteer_FTE,Other_Admin_Staff_TOTL_FTE,Other_Admin_Staff_Contact_FTE,Othr_Provdr_Not_Enctr_Salary_FTE,Othr_Provdr_Not_Enctr_Contract_FTE,Othr_Provdr_Not_Enctr_Volunteer_FTE,Othr_Provdr_Not_Enctr_TOTL_FTE,Othr_Provdr_Not_Enctr_Contact_FTE,FTE__Salary_TOTL,FTE__Contract_TOTL,FTE__Volunteer_TOTL,FTE_Contacts_TOTL,FTE_Contacts_GRAND_TOTL,PCC_HEALTH_SERV_MEDICAL,PCC_HEALTH_SERV_DENTAL,PCC_HEALTH_SERV_VISION,PCC_HEALTH_SERV_MENTAL_HEALTH,PCC_HEALTH_SERV_SUBSTANCE_ABUSE,PCC_HEALTH_SERV_DOMESTIC_VIOLENCE,PCC_HEALTH_SERV_BASIC_LAB,PCC_HEALTH_SERV_RADIOLOGICAL_SERVICES,PCC_HEALTH_SERV_URGENT_CARE,PCC_HEALTH_SERV_PHARMACY,PCC_HEALTH_SERV_WOMENS_HEALTH
306195042,"EL PROYECTO DEL BARRIO, INC. - WINNETKA CLINIC",20800 SHERMAN WAY,,WINNETKA,91306,818-883-2273,Mayder Chacon,Yes,1/1/17,12/31/17,"El Proyecto del Barrio, Inc",8902 Woodman Ave,,Arleta,CA,91331,Silvia Sandhu,Open,12/30/97,12/30/97,,,,960002222,45,27,30,6037134002,78.2hhhh,San Fernando Valley,11 - Los Angeles,Los Angeles,960001051,-118.586491,34.20052,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,YES,,YES,YES,YES,,,YES,YES,,,,,YES,YES,,,,,,,,,,,YES,YES,YES,YES,,YES,,,YES,YES,,,90,Spanish,6.2,,,6.2,28810,2.5,,,2.5,10150,6,,,6,29682,,,,0,0,,,,0,0,3,,,3,9772,,,,0,0,,,,0,0,,,,0,0,1,,,1,1032,,,,0,0,7,,,7,9421,25.7,0,0,25.7,88867,,,,0,,1,,,1,,4,,,4,,,,,0,,3,,,3,,5,,,5,,70,,,70,,,,,0,,,,,0,,4,,,4,,7,,,7,,31,,,31,,125,0,0,125,0,Yes,Yes,,Yes,,,Yes,Yes,,Yes,Yes
306194819,VENICE FAMILY CLINIC SIMMS/MANN HEALTH AND WELLNESS CENTER,2509 PICO BLVD,,SANTA MONICA,90405,310-664-7941,Venice Family Clinic,Yes,1/1/17,12/31/17,Venice Family Clinic,604 Rose Avenue,,Venice,CA,90291,Mary Siewert,Open,11/1/95,11/1/95,,,,960001993,50,26,33,6037701801,78.2kkkk,West,11 - Los Angeles,Los Angeles,960000960,-118.463371,34.02333,Community Clinic,FQHC,No,,,,,,,,,,,,,,,YES,,,,,,YES,,YES,,,,,,,,,,YES,,,,YES,,YES,,YES,YES,YES,,YES,,72,Spanish,5.08,0.2,5.17,10.45,16929,0,0,0.25,0.25,2,3.88,0.16,0,4.04,7336,0,0,0,0,0,0,0,0,0,0,3.18,0.2,0,3.38,5993,1,0,0,1,39,0.57,0.07,0.06,0.7,647,0,0,0,0,183,5.08,0.67,0.07,5.82,1182,0,0,0,0,2320,0,0,0,0,0,18.79,1.3,5.55,25.64,34631,0,0,0,0,0,0,0,0,0,0,6,0,0.39,6.39,0,0,0,0.07,0.07,444,2,0,0,2,788,0,0,0,0,0,9.5,0,1.91,11.41,818,4.4,0,1.09,5.49,79,0,0,0,0,0,2,0,0,2,,11.69,0,1.8,13.49,,2.49,0.03,0.38,2.9,,38.08,0.03,5.64,43.75,2129,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes
306190564,VALLEY COMMUNITY HEALTHCARE,6801 COLDWATER CANYON AVE,,NORTH HOLLYWOOD,91605,818-763-8836,Susan Dion,Yes,1/1/17,12/31/17,Valley Community Healthcare,6801 Coldwater Canyon Ave,,North Hollywood,CA,91605,Susan Dion,Open,4/13/72,4/13/72,,,,960000230,46,18,29,6037123420,78.2bb,San Fernando Valley,11 - Los Angeles,Los Angeles,960000122,-118.414761,34.19446,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,25,Spanish,7.31,0,0,7.31,25548,0,0,0,0,0,8.76,0,0,8.76,32954,0.15,0,0,0.15,468,0,0,0,0,0,2.76,0,0,2.76,5899,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.97,0,1.23,0,0,1.23,944,2.4,0,0,2.4,5140,1,0,0,1,0,24.58,0,0,24.58,70953,0,0,0,0,0,0,0,0,0,0,7.06,0,0,7.06,5899,0,0,0,0,0,3.55,0,0,3.55,0,1,0,0,1,0,31.09,0,0,31.09,0,3,0,0,3,0,0,0,0,0,0,5.71,0,0,5.71,,94.56,0,0,94.56,,3.57,0,0,3.57,,149.54,0,0,149.54,5899,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes
306190611,PLANNED PARENTHOOD OF PASADENA,1045 N LAKE AVE,,PASADENA,91104,626-794-5737-118,Tyrone Aburto,Yes,1/1/17,12/31/17,"Planned Parenthood Pasadena and San Gabriel Valley, Inc.",2333 N. Lake Ave.,2nd Floor,Altadena,CA,91001,Planned Parenthood Pasadena  San Gabriel Valley,Open,10/19/72,10/19/72,,,,960000195,41,25,27,6037462100,78.2hhh,San Gabriel Valley,11 - Los Angeles,Los Angeles,960000134,-118.1325,34.16387,Community Clinic,Neither,No,,,YES,,,,,,YES,YES,,,,,,,YES,,,,,,,,,,,,YES,,,,,,,,,,,,YES,YES,,,,,5,Spanish,0.25,,,0.25,1750,0.6,,,0.6,2303,3.62,,,3.62,16636,0.7,,,0.7,2317,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,5.17,0,0,5.17,23006,,,,0,,,,,0,,,,,0,,,,,0,,0.4,,,0.4,1179,,,,0,,11.6,,,11.6,,,,,0,,,,,0,,1,,,1,,7,,,7,,,,,0,,20,0,0,20,1179,Yes,,,,,,,,,,Yes
306194016,UCLA SCHOOL OF NURSING HEALTH CENTER,545 S SAN PEDRO ST,,LOS ANGELES,90013,213-673-4849,Hector Arguello,Yes,1/1/17,12/31/17,Regents of teh University of California - UCLA School of Nursing,"700 Tiverton Ave., Factor Building, Room NO.2-938",,Los Angeles,CA,90095-1702,Hector Arguello,Open,10/1/86,10/1/86,,,,960000377,53,30,34,6037206300,78.2mmm,Metro,11 - Los Angeles,Los Angeles,960000279,-118.24457,34.04328,Community Clinic,Neither,No,,,YES,,,,YES,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,25,Spanish,0.97,,,0.97,466,,,,0,,1.91,,,1.91,2051,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,2.88,0,0,2.88,2517,,,,0,,,,,0,,,,,0,,,,,0,,1.13,,,1.13,,0.96,,,0.96,,,,,0,,,,,0,,,,,0,,,,,0,,1.95,,,1.95,,,,,0,,4.04,0,0,4.04,0,Yes,,,,,,Yes,,,Yes,
306191356,SOUTH CENTRAL FAMILY HEALTH CENTER,4425 S CENTRAL AVE,,LOS ANGELES,90011,323-908-4200,Richard A. Veloz,Yes,1/1/17,12/31/17,South Central Family Health Center,4425 S. Central Avenue,,Los Angeles,CA,90011,Paul Ramos,Open,11/1/84,11/1/84,,,,960000214,59,30,40,6037228600,78.2ggg,South,11 - Los Angeles,Los Angeles,960000260,-118.256861,34.00307,Community Clinic,FQHC,No,,,YES,,,,YES,,YES,,YES,,,,YES,,YES,,,,,,,,,,,,YES,,,,,,,,YES,,,,YES,,YES,,,,85,Spanish,5.76,0.18,,5.94,25937,5.05,0.67,,5.72,18401,3.8,0.07,,3.87,10936,,,,0,,,,,0,,1.34,,,1.34,750,,,,0,,,,,0,,,,,0,36,,0.02,,0.02,26,,,,0,,4.88,,,4.88,2010,20.83,0.94,0,21.77,58096,,,,0,,0.78,,,0.78,,0.18,,,0.18,,,,,0,,0.9,,,0.9,,2.62,,,2.62,7246,22.55,,,22.55,,3.76,,,3.76,,,,,0,,5.39,,,5.39,,68.7,,,68.7,,,0.66,,0.66,,104.88,0.66,0,105.54,7246,Yes,,,Yes,,,Yes,Yes,,,Yes
306105018,VALLEY SMILES,21890 W COLORADO AVE,,SAN JOAQUIN,93660,559-693-2462,Soyla Reyna-Griffin,No,1/1/17,12/31/17,"Valley Health Team, Inc",PO Box 737,,San Joaquin,CA,93660,Ted Avena,Open,8/9/01,8/9/01,,,,40001313,31,12,21,6019008200,26,,09 - Central,Fresno,40000522,-120.18476,36.6048,Community Clinic,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306244050,CASTLE FAMILY HEALTH CENTER AT WINTON,6596 N WINTON WAY,,WINTON,95388,209-381-2000-7022,Dawnita Castle,Yes,1/1/17,12/31/17,Castle Family Health Centers,3605 Hospital Road,,Atwater,CA,95301-5173,Dawnita Dame,Open,9/2/09,,,,,,21,12,16,6047000505,96,,06 - North San Joaquin,Merced,550001158,-120.6134887,37.3835602,Community Clinic,FQHC Look-Alike,No,,,,YES,,,,,YES,,,,,YES,,,,,,,,YES,,,,YES,,,,,,,,,,,,YES,,,YES,YES,YES,,,YES,5,Spanish,,,,0,,0.81,,,0.81,3164,0.87,,,0.87,5768,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.68,0,0,1.68,8932,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.26,,,0.26,802,2.63,,,2.63,8130,,,,0,,,,,0,,,,,0,,1.6,,,1.6,,,,,0,,4.49,0,0,4.49,8932,Yes,,,,,,,,,,
306244043,PLANNED PARENTHOOD MAR MONTE,3166 COLLINS DR,,MERCED,95348,877-855-7625,Sharon Oldcorn,Yes,1/1/17,12/31/17,Planned Parenthood Mar Monte,1691 The Alameda,,San Jose,CA,95126,Jessica Hall,Open,11/2/06,,,,,,21,12,16,6047001004,97.1,,06 - North San Joaquin,Merced,40000030,-120.47653,37.32026,Community Clinic,Neither,No,,,YES,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,7,Spanish,0.25,,,0.25,160,,,,0,20,2.1,,,2.1,2810,0.5,,,0.5,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,5406,,,,0,,2.85,0,0,2.85,8396,,,,0,,,,,0,,,,,0,,,,,0,,1,,,1,5406,,,,0,,5,,,5,20,,,,0,,,,,0,,2,,,2,,1,,,1,,,,,0,,9,0,0,9,5426,Yes,,,,,,,,,,
306100777,PLANNED PARENTHOOD MAR MONTE,650 N FULTON ST,,FRESNO,93728,877-855-7526,Veronica Guzman,Yes,1/1/17,12/31/17,Planned Parenthood Mar Monte,1691 The Alameda,,San Jose,CA,95126,Jessica Hall,Open,5/15/73,5/15/73,,,,40000200,31,14,16,6019002300,35c,,09 - Central,Fresno,40000135,-119.80033,36.75218,Community Clinic,Neither,No,,,YES,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,4,Spanish,,,,0,1013,1,,,1,4439,1.8,,,1.8,12436,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,7013,,,,0,0,2.8,0,0,2.8,24901,,,,0,0,,,,0,0,,,,0,0,,,,0,0,2,,,2,7013,,,,0,0,12,,,12,4439,,,,0,0,,,,0,0,2,,,2,,2,,,2,,,,,0,,18,0,0,18,11452,Yes,,,,,,,,,,
306105075,"FAMILY FIRST HEALTH CARE, A SERVICE OF PLND. PARNT.",6095 N 1ST ST,,FRESNO,93710,877-855-7526,Christina Ponce,Yes,1/1/17,12/31/17,Planned Parenthood Mar Monte,1691 The Alameda,,San Jose,CA,95126,Jessica Hall,Open,5/4/10,,,,,,23,8,22,6019005405,35f,,09 - Central,Fresno,40000294,-119.77239,36.82463,Community Clinic,Neither,No,,,YES,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,4,Spanish,,,,0,1377,1,,,1,6019,4.1,,,4.1,14415,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,4622,,,,0,0,5.1,0,0,5.1,26433,,,,0,0,,,,0,0,,,,0,0,,,,0,0,1,,,1,4622,,,,0,0,16,,,16,6019,,,,0,0,,,,0,0,2,,,2,,2,,,2,,,,,0,,21,0,0,21,10641,Yes,,,,,,,,,,
306244051,CASTLE FAMILY HEALTH CENTER AT BLOSS,1251 GROVE AVE,,ATWATER,95301,209-381-2000-7022,Dawnita Castle,Yes,1/1/17,12/31/17,Castle Family Health Centers,3605 Hospital Road,,Atwater,CA,95301-5173,Dawnita Dame,Open,9/1/09,,,,,,21,12,16,6047000701,96,,06 - North San Joaquin,Merced,550001159,-120.6071754,37.3509508,Community Clinic,FQHC Look-Alike,No,YES,,YES,YES,,,,,YES,,,YES,,YES,,,,,,,,YES,,,,,,,,,,,YES,YES,,,,YES,,,YES,YES,YES,,,YES,3,Spanish,1.41,,,1.41,121,1.33,0.87,,2.2,5153,1.75,,,1.75,12723,,,,0,,,,,0,,,,,0,,,,,0,,,0.16,,0.16,299,,,,0,,1.23,,,1.23,2297,,,,0,,,,,0,,5.72,1.03,0,6.75,20593,,,,0,,,,,0,,,,,0,,,,,0,,1.48,,,1.48,2113,1.64,,,1.64,2342,10.3,1,,11.3,16138,,,,0,,,,,0,,,,,0,,4.93,1.26,,6.19,,,,,0,,18.35,2.26,0,20.61,20593,Yes,,,Yes,,,Yes,,,,Yes
306071247,PLANNED PARENTHOOD OF CONTRA COSTA,1357 OAKLAND BLVD,,WALNUT CREEK,94596,925-935-3010,Leslie Barron-Johnson,Yes,1/1/17,12/31/17,Planned Parenthood Shasta Diablo Inc.,2185 Pacheco St,,Concord,CA,94520-2309,LESLIE BARRON-JOHNSON,Open,7/8/75,7/8/75,,,,140000237,16,7,11,6013339002,18j,,05 - East Bay,Contra Costa,140000148,-122.0697608,37.898476,Community Clinic,Neither,No,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,YES,YES,,,,,5,Spanish,0.17,,,0.17,1899,0.75,,,0.75,2716,0.85,,,0.85,3263,0.05,,,0.05,155,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.05,,,0.05,78,,,,0,,1.87,0,0,1.87,8111,,,,0,,,,,0,,,,,0,,,,,0,,0.4,,,0.4,,,,,0,,7,,,7,,,,,0,,,,,0,,,,,0,,1,,,1,,,,,0,,8.4,0,0,8.4,0,Yes,,,,,,,,,,Yes
306014338,"TIBURCIO VASQUEZ HEALTH CENTER, INC",16110 E 14TH ST,,SAN LEANDRO,94578,510-471-5880,David B.Vliet,Yes,1/1/17,12/31/17,"Tiburcio Vasquez Health Center, Inc.",33255 9th Street,,Union City,CA,94587-2137,Linda Shao,Open,9/30/14,,,,,,20,10,15,6001433900,2h,,05 - East Bay,Alameda,550002846,-122.11768,37.69773,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,YES,,,,,,YES,,,,,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,,YES,YES,,YES,,YES,44,Spanish,2,,,2,5818,0.85,,,0.85,2787,4.7,,,4.7,12208,,,,0,1,,,,0,0,2.5,,,2.5,5377,,,,0,0,,,,0,0,,,,0,0,0.15,,,0.15,135,,,,0,0,0.32,,,0.32,571,10.52,0,0,10.52,26897,,,,0,0,3,,,3,0,2,,,2,0,,,,0,0,1,,,1,0,1.6,,,1.6,0,13.6,,,13.6,0,0.6,,,0.6,0,,,,0,0,1.2,,,1.2,,31.35,,,31.35,,,,,0,,54.35,0,0,54.35,0,Yes,Yes,Yes,,,,Yes,Yes,,Yes,Yes
306514038,LIVE OAK MEDICAL CLINIC,9980 LIVE OAK BLVD,,LIVE OAK,95953,530-749-3242,Michelle Woodard,Yes,1/1/17,12/31/17,Peach Tree Healthcare,"1114 Yuba Street, Suite 144",,Marysville,CA,95901,Kay Sidhu,Open,5/29/07,,,,,,3,4,3,6101050701,218,,02 - Golden Empire,Sutter,550000248,-121.66118,39.27578,Community Clinic,FQHC,No,,,YES,,,,,,YES,,,YES,,,,,,,,,,YES,YES,YES,,YES,,,,,,,,,YES,YES,,,,YES,YES,YES,,,,,24,Spanish,0.98,,,0.98,4278,0.04,,,0.04,268,0.92,,,0.92,2889,,,,0,,,,,0,,,0.16,,0.16,183,,,,0,,,,,0,,,,,0,,,,,0,,,1.37,,1.37,7813,,,,0,,1.94,1.53,0,3.47,15431,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,3.96,,0.1,4.06,,,,,0,,,,,0,,,,,0,,1.91,,,1.91,,,,,0,,5.87,0,0.1,5.97,0,Yes,,Yes,,,,Yes,,,Yes,
306514002,PLANNED PARENTHOOD,430 N PALORA AVE,STE G,YUBA CITY,95991,877-855-7526,Susana Ramirez,Yes,1/1/17,12/31/17,Planned Parenthood Mar Monte,1691 The Alameda,,San Jose,CA,95126,Jessica Hall,Open,5/28/87,5/28/87,,,,230000258,3,4,3,6101050201,216,,02 - Golden Empire,Sutter,230000154,-121.63338,39.12801,Community Clinic,Neither,No,,,YES,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,9,Spanish,,,,0,9,,,,0,14,0.8,,,0.8,6017,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,396,,,,0,,0.8,0,0,0.8,6436,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,396,,,,0,,2,,,2,14,,,,0,,,,,0,,1,,,1,,1,,,1,,,,,0,,4,0,0,4,410,Yes,,,,,,,,,,
306014327,ROLLAND AND KATHRYN LOWE MEDICAL CENTER,835 WEBSTER ST,,OAKLAND,94607,510-986-6830,Anita Chang,Yes,1/1/17,12/31/17,Asian Health Services,"101 8th Street, Suite 100",,Oakland,CA,94607,Rose Tam,Open,11/1/13,,,,,,18,9,13,6001403000,2c,,05 - East Bay,Alameda,140000532,-122.27122,37.79952,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,YES,,,,,,,,,YES,,YES,YES,,,YES,,YES,YES,YES,YES,,,,,,,,,,,YES,YES,YES,YES,YES,YES,82,Chinese,4.93,,,4.93,17151,,,,0,,1.09,,,1.09,3616,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.99,,,0.99,1022,0.06,,,0.06,,0.48,,,0.48,2118,7.55,0,0,7.55,23907,,,,0,,,,,0,,,,,0,,,,,0,,4.03,,,4.03,1638,0.12,,,0.12,,7.23,,,7.23,,0.01,,,0.01,,,,,0,,,,,0,,17.47,,,17.47,,0.35,,,0.35,,29.21,0,0,29.21,1638,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes
306044148,"NORTHERN VALLEY INDIAN HEALTH, INC",845 W EAST AVE,,CHICO,95926,530-896-9400,Inder Wadhwa,Yes,1/1/17,12/31/17,"Northern Valley Indian Health,Inc",207 N Butte St,,Willows,CA,95988-2803,Theresa Cameron,Open,10/8/97,10/8/97,,,,230000600,3,4,1,6007000402,7.1,,01 - Northern California,Butte,230000274,-121.87641,39.74774,Community Clinic,FQHC,No,,,,,,,,,YES,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,38,Spanish,1.96,,,1.96,2778,2,,,2,4295,1.8,,,1.8,4399,,,,0,,,,,0,,5.9,,,5.9,11902,3.85,,,3.85,,1,,,1,1497,1.21,,,1.21,836,0.77,,,0.77,1313,,,,0,2,,,,0,,18.49,0,0,18.49,27022,,,,0,,14.27,,,14.27,2964,,,,0,,3,,,3,3758,4.38,,,4.38,304,4.12,,,4.12,103,8.08,,,8.08,,3.08,,,3.08,286,1,,,1,,1,,,1,,24.29,,,24.29,,,,,0,,63.22,0,0,63.22,7415,Yes,Yes,,Yes,Yes,Yes,Yes,,,,Yes
306112582,AMPLA HEALTH ORLAND MEDICAL AND DENTAL,1211 CORTINA DR,,ORLAND,95963,530-865-5544,Veronica Richter,Yes,1/1/17,12/31/17,Ampla Health,935 Market St,,Yuba City,CA,95991,Veronica Richter,Open,8/15/91,8/15/91,,,,230000090,3,4,3,6021010100,36.1,,01 - Northern California,Glenn,230000102,-122.20163,39.74164,Community Clinic,FQHC,No,,,,,YES,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,48,Spanish,,1,,1,4483,0.43,,,0.43,1184,0.09,,,0.09,2146,,,,0,0,,,,0,0,0.97,,,0.97,4005,,,,0,0,,,,0,0,,,,0,0,,,,0,194,,,,0,0,,,,0,0,1.49,1,0,2.49,12012,,,,0,0,2.94,,,2.94,0,,,,0,0,,,,0,0,,,,0,0,1.01,,,1.01,0,3.97,,,3.97,0,,,,0,0,,,,0,0,,,,0,,5.84,,,5.84,,0.9,,,0.9,,14.66,0,0,14.66,0,Yes,Yes,,,,,,,,,
