"FAC_NAME","FAC_ADDRESS_ONE","LATITUDE","LONGITUDE","COUNTY","CENS_TRACT","FAC_CITY","OSHPD_ID"
"OVERFELT HIGH SCHOOL HEALTH CLINIC","1835 CUNNINGHAM AVE","37.32972","-121.8297","Santa Clara","6085503504","SAN JOSE","306434105"
"FRANKLIN MCKINLEY DISTRICT CLINIC","645 WOOL CREEK DR","37.31392","-121.84941","Santa Clara","6085503122","SAN JOSE","306434155"
"HUMBOLDT OPEN DOOR CLINIC","770 10TH ST","40.8698","-124.08612","Humboldt","6023001000","ARCATA","306120983"
"HEALTHRIGHT 360","117 N SAN MATEO DR","37.5684","-122.328871","San Mateo","6081605900","SAN MATEO","306414147"
"PREGNANCY CHOICES  CLINIC","33523 WESTERN AVE","37.59315094","-122.0342871","Alameda","6001440301","UNION CITY","306014149"
"TIBURCIO VASQUEZ HEALTH CENTER, INC.","33255  9TH ST","37.60277","-122.02599","Alameda","6001440200","UNION CITY","306011057"
"PLANNED PARENTHOOD","1431 MCHENRY AVE","37.66477","-120.99397","Stanislaus","6099001300","MODESTO","306504049"
"NORTH FORK INDIAN AND COMMUNITY HEALTH CENTER","32938 ROAD 222,","37.22622","-119.50992","Madera","6039000102","NORTH FORK","306200054"
"HEMET MEDICAL AND DENTAL CENTER","1023 E. FLORIDA AVENUE","33.74755","-116.96163","Riverside","6065043401","HEMET","306334727"
"BLYTHE HEALTH CLINIC","321 W HOBSONWAY","33.61041","-114.59987","Riverside","6065046102","BLYTHE","306330061"
"RIVERSIDE LIFE SERVICES","3727 McCRAY ST","33.948865","-117.3975276","Riverside","6065031100","RIVERSIDE","306334644"
"SACRAMENTO NATIVE AMERICAN  HEALTH CENTER, INC.","2020 J ST","38.57652","-121.47939","Sacramento","6067001101","SACRAMENTO","306342248"
"OMNI FAMILY HEALTH","1215 JEFFERSON ST","35.7725","-119.24511","Kern","6029005004","DELANO","306154115"
"KERN RIVER HEALTH CENTER","67 EVANS RD","35.70664","-118.4576","Kern","6029005201","WOFFORD HEIGHTS","306150030"
"ALTERNATIVES PREGNANCY CARE CLINIC","10999 WILLOW CT","33.01283","-117.09905","San Diego","6073017032","SAN DIEGO","306374552"
"RAY M DICKINSON WELLNESS CENTER","425 N DATE ST","33.12922","-117.07166","San Diego","6073020202","ESCONDIDO","306374286"
"TURNING POINT PREGNANCY RESOURCE CENTER","7340 MIRAMAR RD","32.88298","-117.15458","San Diego","6073008350","SAN DIEGO","306374551"
"FAMILY HEALTHCARE NETWORK","9416 ROAD 238","35.96074","-119.03998","Tulare","6107004500","TERRA BELLA","306544095"
"FAMILY HEALTHCARE NETWORK","1008 N CHERRY ST","36.22225","-119.33761","Tulare","6107002303","TULARE","306544104"
"FAMILY HEALTHCARE NETWORK","4177 AVENUE 368","36.45373","-119.48764","Tulare","6107000302","TRAVER","306544102"
"LIVINGWELL MEDICAL CLINIC","105 CATHERINE LN","39.23033","-121.04702","Nevada","6057000501","GRASS VALLEY","306294026"
"ANDERSON FAMILY HEALTH CENTER","2801 SILVER ST","40.44707","-122.29957","Shasta","6089012000","ANDERSON","306454034"
"HAPPY VALLEY FAMILY HEALTH CENTER","16300 CLOVERDALE RD","40.47415","-122.45455","Shasta","6089012302","ANDERSON","306454035"
"SHASTA COMMUNITY HEALTH CENTER HOPE VAN 2 - OUTREACH FOR PEOPLE EVERYWHERE","1035 PLACER ST","40.5830374","-122.3852105","Shasta","6089010100","REDDING","306454066"
"TARZANA TREATMENT CENTERS FAMILY MEDICAL GRANADA HILL CLINIC","10605 BALBOA BLVD","34.26268","-118.50231","Los Angeles","6037111301","GRANADA HILLS","306198006"
"NORTHEAST COMMUNITY CLINIC - MOBILE MEDICAL VAN","5428 N FIGUEROA ST","34.10782","-118.19635","Los Angeles","6037183810","LOS ANGELES","306198367"
"OPEN ARMS PREGNANCY CENTER","9535 RESEDA BLVD","34.2431052","-118.5370427","Los Angeles","6037115201","NORTHRIDGE","306197556"
"CHINATOWN SERVICE CENTER FAMILY HEALTH CLINIC","767 N HILL ST","34.06253","-118.23973","Los Angeles","6037207102","LOS ANGELES","306191109"
"CHOC CLINIC GARDEN GROVE","10602 CHAPMAN AVE","33.7882919","-117.9480686","Orange","6059088302","GARDEN GROVE","306304363"
"UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY","601 3RD ST","36.61428","-119.5276","Fresno","6019006802","PARLIER","306105133"
"FAMILY HEALTHCARE NETWORK","730 N FARMERSVILLE BLVD","36.30349","-119.20706","Tulare","6107001601","FARMERSVILLE","306544087"
"OMNI FAMILY HEALTH","210 N CHESTER AVE","35.40752","-119.0209","Kern","6029000400","BAKERSFIELD","306154190"
"AMPLA HEALTH YUBA CITY PEDIATRICS","931 MARKET ST","39.14501","-121.61446","Sutter","6101050101","YUBA CITY","306514029"
"MARYSVILLE IMMEDIATE CARE","724 5TH ST","39.1398613","-121.594602","Yuba","6115040100","MARYSVILLE","306584010"
"DESERT HOT SPRINGS COMMUNITY HEALTH CENTER","66675 PIERSON BLVD","33.96139","-116.49826","Riverside","6065044510","DESERT HOT SPRINGS","306334692"
"MECCA HEALTH CLINIC","91275 66TH AVE","33.5684003","-116.0743921","Riverside","6065045604","MECCA","306334568"
"MACT MEDICAL CLINIC SAN ANDREAS","1113 HWY 49","38.20821","-120.69723","Calaveras","6009000300","SAN ANDREAS","306054013"
"MARIN COMMUNITY CLINIC - SAN RAFAEL","3110 KERNER BLVD","37.957832","-122.500331","Marin","6041112202","SAN RAFAEL","306214045"
"MARIN CITY HEALTH AND WELLNESS CENTER","630 DRAKE AVE","37.87217","-122.5149","Marin","6041129000","SAUSALITO","306214048"
"MARIN COMMUNITY CLINIC","6100 REDWOOD BLVD","38.096084","-122.5631199","Marin","6041104102","NOVATO","306214047"
"RUSSIAN RIVER HEALTH CENTER BUILDING NO.2","16312 THIRD ST","38.5026","-122.99823","Sonoma","6097153704","GUERNEVILLE","306494081"
"OLE HEALTH","470 CHADBOURNE RD","38.23561","-122.08274","Solano","6095252402","FAIRFIELD","306484069"
"PLANNED PARENTHOOD NAPA CENTER","1735 JEFFERSON ST","38.30356","-122.29439","Napa","6055200501","NAPA","306284001"
"SOUTH OF MARKET HEALTH CENTER","229 7TH ST","37.77763","-122.40889","San Francisco","6075017802","SAN FRANCISCO","306384221"
"NORTH EAST MEDICAL SERVICES - NORIEGA","1450 NORIEGA ST","37.7543153","-122.4794556","San Francisco","6075032802","SAN FRANCISCO","306384210"
"CHALDEAN AND MIDDLE-EASTERN SOCIAL SERVICES","436 S MAGNOLIA AVE","32.79113","-116.96233","San Diego","6073015802","EL CAJON","306374528"
"ST. ANTHONY MEDICAL CLINIC","150 GOLDEN GATE AVE","37.78199","-122.41316","San Francisco","6075012501","SAN FRANCISCO","306384201"
"SAN FRANCISCO CITY IMPACT HEALTH AND WELLNESS CENTER","140 TURK ST","37.78315","-122.41148","San Francisco","6075012502","SAN FRANCISCO","306384228"
"CHC TEMPLETON WOMENS HEALTH","292 POSADA LN","35.55299","-120.72143","San Luis Obispo","6079012704","TEMPLETON","306404099"
"CLINICAS DEL CAMINO REAL, INC. - SIMI VALLEY","1424 MADERA RD","34.2646305","-118.7961657","Ventura","6111007700","SIMI VALLEY","306564234"
"REALOPTIONS","1671 THE ALAMEDA","37.33694","-121.91854","Santa Clara","6085500600","SAN JOSE","306434276"
"REALOPTIONS","298 SAN ANTONIO RD","37.40599","-122.1108","Santa Clara","6085509401","MOUNTAIN VIEW","306434275"
"SANTA MARIA WOMENS HEALTH CENTER","220 S PALISADE DR","34.95128","-120.4121","Santa Barbara","6083002211","SANTA MARIA","306424110"
"FAMILY HEALTHCARE NETWORK","400 E OAK AVE","36.33201","-119.2886","Tulare","6107001200","VISALIA","306544063"
"OMNI FAMILY HEALTH","1133 CHELSEA ST","35.64338","-117.66729","Kern","6029005300","RIDGECREST","306154156"
"LAGUNA BEACH COMMUNITY CLINIC, INC","362 3RD ST","33.54388","-117.78087","Orange","6059062632","LAGUNA BEACH","306301235"
"AMERICAN HEALTH SERVICES AT HAWAIIAN GARDENS","21507 NORWALK BLVD","33.834025","-118.072264","Los Angeles","6037555102","HAWAIIAN GARDENS","306196133"
"PLANNED PARENTHOOD EAGLE ROCK EXPRESS","1578 COLORADO BLVD","34.13948","-118.20067","Los Angeles","6037181500","LOS ANGELES","306196731"
"NORTHEAST COMMUNITY CLINIC","200 E ANAHEIM ST","33.78003","-118.26092","Los Angeles","6037294701","WILMINGTON","306197557"
"PLANNED PARENTHOOD LOS ANGELES ANTELOPE VALLEY CENTER","533 E PALMDALE BLVD","34.57967","-118.11979","Los Angeles","6037910402","PALMDALE","306197463"
"PLANNED PARENTHOOD LOS ANGELES - WHITTIER CENTER","7655 GREENLEAF AVE","33.97265","-118.03742","Los Angeles","6037501803","WHITTIER","306194820"
"GARFIELD HEALTH CENTER-ATLANTIC","701 S ATLANTIC BLVD","34.05371","-118.13642","Los Angeles","6037482101","MONTEREY PARK","306198195"
"CALIFORNIA FAMILY CARE","1414 S GRAND AVE","34.03691","-118.26552","Los Angeles","6037224010","LOS ANGELES","306194804"
"VCC: THE GARY CENTER","201 S HARBOR BLVD","33.93025","-117.93308","Orange","6059001404","LA HABRA","306304603"
"SOS HEALTH MOBILE","1014 N BROADWAY","33.75358","-117.86972","Orange","6059075003","SANTA ANA","306304602"
"EL PROYECTO DEL BARRIO, INC. - NORTHRIDGE COMMUNITY CLINIC","18250 ROSCOE BLVD","34.22076","-118.53129","Los Angeles","6037131400","NORTHRIDGE","306198381"
"HORIZON PREGNANCY CENTER","15061 SPRINGDALE ST","33.7440219","-118.0244575","Orange","6059099603","HUNTINGTON BEACH","306304502"
"PLANNED PARENTHOOD","4555 PRECISSI LN","37.9892356","-121.3152387","San Joaquin","6077003113","STOCKTON","306394110"
"PLANNED PARENTHOOD","678 N WILSON WAY","37.9624659","-121.2708144","San Joaquin","6077001600","STOCKTON","306390985"
"SACRAMENTO LIFE CENTER","2316 BELL EXECUTIVE LN","38.59719","-121.40969","Sacramento","6067005505","SACRAMENTO","306344234"
"MONTAGE MEDICAL GROUP","2930 2ND AVE","36.666074","-121.809153","Monterey","6053014102","MARINA","306274080"
"BAART COMMUNITY HEALTHCARE - VAN NESS CLINIC","539 N VAN NESS AVE","36.75119","-119.79893","Fresno","6019002300","FRESNO","306105069"
"UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY","517 S MADERA AVE","36.72717","-120.06032","Fresno","6019004001","KERMAN","306105044"
"AMPLA HEALTH CHICO DENTAL","236 W EAST AVE","39.7554053","-121.8651864","Butte","6007000402","CHICO","306044171"
"CENTRO MEDICO, CATHEDRAL CITY","69175 RAMON RD","33.81585","-116.45658","Riverside","6065940600","CATHEDRAL CITY","306334582"
"ROOTS COMMUNITY HEALTH CENTER","9925 INTERNATIONAL BLVD","37.743235","-122.1697924","Alameda","6001409300","OAKLAND","306014311"
"HEALTH TO HOPE CLINICS - MOBILE UNIT 2","2880 HULEN PLACE","33.98692","-117.35387","Riverside","6065030502","RIVERSIDE","306334731"
"NORTHEASTERN HEALTH CENTER","1850 SPRING RIDGE DR","40.4376356","-120.6259598","Lassen","6035040303","SUSANVILLE","306184010"
"SHASTA COMMUNITY HEALTH DENTAL CLINIC","1400 MARKET ST","40.58601","-122.391573","Shasta","6089010100","REDDING","306454058"
"STINSON BEACH MEDICAL CENTER","3419 STATE RT 1","37.91411","-122.66478","Marin","6041132100","STINSON BEACH","306214024"
"PENINSULA HEALTHCARE CONNECTION, INC","33 ENCINA AVE","37.4391","-122.16094","Santa Clara","6085511609","PALO ALTO","306434228"
"CLINICAS DEL CAMINO REAL, INC. NEWBURY PARK","1000 NEWBURY RD","34.1836","-118.90458","Ventura","6111005909","NEWBURY PARK","306564155"
"CENTRAL FRESNO COMMUNITY HEALTH CENTER","4711 W ASHLAN AVE","36.79346","-119.87848","Fresno","6019003809","FRESNO","306100674"
"MONTEREY PLAZA HEALTH CLINIC","5504 MONTEREY HWY","37.25462","-121.80039","Santa Clara","6085512039","SAN JOSE","306434287"
"H STREET CLINIC, LLC","1329 N H ST","34.1238515","-117.3005213","San Bernardino","6071005500","SAN BERNARDINO","306364382"
"COMMUNITY HEALTH CENTERS ARBOR","1418 E MAIN ST","34.9524769","-120.4135154","Santa Barbara","6083002211","SANTA MARIA","306414114"
"GOLDEN VALLEY HEALTH CENTER - DOS PALOS","1405 CALIFORNIA AVE","36.98662","-120.62905","Merced","6047002402","DOS PALOS","306244001"
"SAN ANTONIO NEIGHBORHOOD HEALTH CENTER","1030 INTERNATIONAL BLVD","37.79166","-122.24917","Alameda","6001405402","OAKLAND","306013628"
"LA CLINICA  DE LA RAZA","3451 E 12TH ST","37.77572","-122.22341","Alameda","6001406100","OAKLAND","306014188"
"LA CLINICA PITTSBURG - MEDICAL","2240 GLADSTONE DR","38.00661","-121.86644","Contra Costa","6013313102","PITTSBURG","306074083"
"OPERATION SAMAHAN HEALTH CLINIC","2743 HIGHLAND AVE","32.66105","-117.09202","San Diego","6073011602","NATIONAL CITY","306371602"
"HILMAR COMMUNITY HEALTH CENTER","7970 LANDER AVE","37.403817","-120.850117","Merced","6047000402","HILMAR","306244057"
"ALTURA CENTERS FOR HEALTH","1203 N CHERRY ST","36.22496","-119.33695","Tulare","6107002303","TULARE","306544084"
"OMNI FAMILY HEALTH","2101 7TH ST","35.59426","-119.34989","Kern","6029004401","WASCO","306154028"
"ELICA HEALTH CENTERS HEALTH ON WHEELS","3701 J ST","38.57057","-121.45683","Sacramento","6067001500","SACRAMENTO","306344224"
"WELLSPACE SOUTH VALLEY COMMUNITY HEALTH CENTER","8233 E STOCKTON BLVD","38.45925","-121.41005","Sacramento","6067009320","SACRAMENTO","306344164"
"APLA HEALTH AND WELNESS - LONG BEACH CENTER","1043 ELM AVE","33.77964","-118.18802","Los Angeles","6037576301","LONG BEACH","306190893"
"WELLSPACE HEALTH AMADOR COMMUNITY HEALTH CENTER","11333 PROSPECT DR","38.37161","-120.80049","Amador","6005000303","JACKSON","306030896"
"TARZANA TREATMENT CENTER FAMILY MEDICAL CLINIC","8330 RESEDA BLVD","34.22161","-118.53604","Los Angeles","6037115403","NORTHRIDGE","306197007"
"PLANNED PARENTHOOD LOS ANGELES - LONG BEACH CENTER","2690 PACIFIC AVE","33.80604","-118.19363","Los Angeles","6037572202","LONG BEACH","306197589"
"ALTAMED MEDICAL GROUP - HUNTINGTON BEACH COMMUNITY CLINIC","8041 NEWMAN AVE","33.70482","-117.98815","Orange","6059099212","HUNTINGTON BEACH","306301807"
"ST JOHNS CHILD AND FAMILY CENTER","808 W 58TH ST","33.98966","-118.28749","Los Angeles","6037232700","LOS ANGELES","306197306"
"ST JOHNS WELL CHILD AND FAM CENTER-LINCOLN HEIGHTS","2512 ALTA ST","34.07467","-118.20461","Los Angeles","6037199202","LOS ANGELES","306196520"
"ST. JOHNS WELL CHILD AND FAMILY CENTER","15301 S SAN JOSE AVE","33.8941997","-118.1817669","Los Angeles","6037542106","COMPTON","306197743"
"HERALD CHRISTIAN HEALTH CENTER","1661 HANOVER RD","33.9905","-117.92106","Los Angeles","6037408211","CITY OF INDUSTRY","306198094"
"PLANNED PARENTHOOD/ORANGE AND SAN BERNARDINO CO","303 W LINCOLN AVE","33.83494","-117.91802","Orange","6059087300","ANAHEIM","306304038"
"ANTELOPE VALLEY COMMUNITY CLINIC MOBILE HEALTH CLINIC 1","45104 10TH ST W","34.7026822","-118.1472625","Los Angeles","6037900806","LANCASTER","306197872"
"CHOC CLINIC AT THE BOYS AND GIRLS CLUB OF S.A.","1000 HIGHLAND ST","33.7372","-117.87865","Orange","6059074902","SANTA ANA","306304272"
"SMILE MOBILE","10602 CHAPMAN AVE","33.78861","-117.94799","Orange","6059088302","GARDEN GROVE","306304454"
"ASIAN HEALTH SERVICE","818 WEBSTER ST","37.79947","-122.27117","Alameda","6001403000","OAKLAND","306011006"
"SIERRA HEALTH CENTER","1801 TULLY RD","37.67056","-121.01228","Stanislaus","6099000805","MODESTO","306504008"
"PLANNED PARENTHOOD - CHULA VISTA CENTER","1295 BROADWAY","32.60361","-117.07863","San Diego","6073013206","CHULA VISTA","306374118"
"ALPHA PREGNANCY RESOURCE CENTER","138 S ORCHARD AVE","38.35847","-122.00478","Solano","6095253201","VACAVILLE","306484056"
"EUREKA COMMUNITY HEALTH CENTER","2200 TYDD ST","40.8017753","-124.1469789","Humboldt","6023000500","EUREKA","306124039"
"ALEXANDER VALLEY HEALTHCARE","6 TARMAN DR","38.7980954","-123.0178003","Sonoma","6097154201","CLOVERDALE","306494100"
"SACRAMENTO COMMUNITY CLINIC - ASSEMBLY COURT","5524 ASSEMBLY CT","38.49356","-121.43954","Sacramento","6067005002","SACRAMENTO","306344180"
"HEALTH TO HOPE CLINICS - MOBILE UNIT 3","2880 HULEN PL","33.98692","-117.35387","Riverside","6065030502","RIVERSIDE","306334736"
"HERALD CHRISTIAN HEALTH CENTER","8841 GARVEY AVE","34.06277","-118.07584","Los Angeles","6037433601","ROSEMEAD","306198203"
"SOUTH BAY CHILDRENS HEALTH CENTER","410 CAMINO REAL","33.83744","-118.38175","Los Angeles","6037621301","REDONDO BEACH","306190169"
"PLANNED PARENTHOOD/ORANGE AND SAN BERNARDINO CO.","1421 E 17TH ST","33.75994","-117.84786","Orange","6059075404","SANTA ANA","306304334"
"ALTAMED MEDICAL AND DENTAL GROUP - E.L.A.BOYLE HEIGHTS","3945 WHITTIER BLVD","34.02395","-118.18786","Los Angeles","6037531202","LOS ANGELES","306196538"
"ASIAN PACIFIC HEALTH CARE VENTURE, INC. - BELMONT HEALTH CNT","180 UNION PL","34.0621979","-118.2653357","Los Angeles","6037208302","LOS ANGELES","306197784"
"SAN FERNANDO COMMUNITY HEALTH CENTER","732 MOTT ST","34.27666","-118.44428","Los Angeles","6037320300","SAN FERNANDO","306197981"
"PREGNANCY CARE CENTER","128 S SILVER RIDGE ST","35.62122","-117.66551","Kern","6029005404","RIDGECREST","306154051"
"CANBY FAMILY PRACTICE","670 COUNTY ROAD 83","41.443663","-120.895382","Modoc","6049000300","CANBY","306254001"
"PEACH TREE CLINIC","5730 PACKARD AVE","39.11868","-121.56552","Yuba","6115040302","MARYSVILLE","306584009"
"HEALTH MOBILE","1659 SCOTT BLVD","37.35435","-121.95948","Santa Clara","6085505303","SANTA CLARA","306434176"
"DESERT AIDS PROJECT","1695 N SUNRISE WAY","33.84459","-116.52821","Riverside","6065044602","PALM SPRINGS","306334054"
"ST. JOHNS WELL CHILD AND FAMILY CENTER","1555 W 110TH ST","33.9355","-118.30369","Los Angeles","6037600302","LOS ANGELES","306198009"
"UNICARE COMMUNITY HEALTH CENTER, INC.","1501 E HOLT AVE","34.06322","-117.72047","Los Angeles","6037402702","POMONA","306198005"
"ALTAMED MEDICAL GROUP - ORANGE, CHAPMAN","4010 E CHAPMAN AVE","33.7873641","-117.8109605","Orange","6059075807","ORANGE","306304372"
"CHULA VISTA FAMILY HEALTH CENTER","251 LANDIS AVE","32.64253","-117.08148","San Diego","6073012302","CHULA VISTA","306374421"
"HEALTHY STEPS MOBILE CLINIC B3173","4004 BEYER BLVD","32.55828","-117.04684","San Diego","6073010005","SAN YSIDRO","306374527"
"LA MAESTRA COMMUNITY HEALTH CENTERS - CITY HEIGHTS","4060 FAIRMOUNT AVE","32.75053","-117.10093","San Diego","6073002202","SAN DIEGO","306374445"
"RITTER HEALTH CENTER","16 RITTER ST","37.9713918","-122.5252431","Marin","6041111000","SAN RAFAEL","306214057"
"J ROPHE MEDICAL","1626 MYRTLE AVE","40.79456","-124.13621","Humboldt","6023000800","EUREKA","306124045"
"GRAVENSTEIN COMMUNITY HEALTH CENTER","652 PETALUMA AVE","38.39636","-122.81996","Sonoma","6097153403","SEBASTOPOL","306494132"
"TRI-STATE COMMUNITY HEALTHCARE CENTER","1402 BAILEY AVE","34.8327781","-114.6186385","San Bernardino","6071010700","NEEDLES","306364466"
"MISSION CITY COMMUNITY NETWORK - MISSION HILLS","10200 SEPULVEDA BLVD","34.25574","-118.46731","Los Angeles","6037109603","MISSION HILLS","306196884"
"MISSION CITY COMMUNITY NETWORK - INGLEWOOD","501 E HARDY ST","33.9491","-118.34882","Los Angeles","6037601100","INGLEWOOD","306197527"
"MISSION CITY COMMUNITY NETWORK, INC. - ORANGE GROVE","1818 N ORANGE GROVE AVE","34.07694","-117.74895","Los Angeles","6037402102","POMONA","306197646"
"MISSION CITY COMMUNITY NETWORK, INC. - NORTHRIDGE","8363 RESEDA BLVD","34.22262","-118.53612","Los Angeles","6037115404","NORTHRIDGE","306197482"
"MISSION CITY COMMUNITY NETWORK, INC. - MONROVIA","513 E LIME AVE","34.1482","-117.99339","Los Angeles","6037431001","MONROVIA","306197647"
"MISSION CITY COMMUNITY NETWORK, INC. - PARTHENIA","15210 PARTHENIA ST","34.228154","-118.4636864","Los Angeles","6037117530","NORTH HILLS","306197648"
"MISSION CITY COMMUNITY NETWORK, INC.  - PRAIRIE","301 N PRAIRIE AVE","33.9657318","-118.3440046","Los Angeles","6037601001","INGLEWOOD","306197763"
"EAST BAKERSFIELD COMMUNITY HEALTH CENTER","815 MARTIN LUTHER KING BLVD","35.36581","-118.98519","Kern","6029002200","BAKERSFIELD","306150057"
"PLANNED PARENTHOOD - FAIRFIELD CENTER","1325 TRAVIS BLVD","38.258","-122.05138","Solano","6095252401","FAIRFIELD","306482331"
"ROSELAND PEDIATRICS","711 STONY POINT RD","38.42959","-122.74173","Sonoma","6097153300","SANTA ROSA","306494122"
"NORTH COUNTY HEALTH SERVICES - GRAND AVENUE FAMILY MEDICINE","727 W SAN MARCOS BLVD","33.13684","-117.17977","San Diego","6073020029","SAN MARCOS","306374419"
"NCHS MISSION MESA COMMUNITY HEALTH CENTER","2210 MESA DR","33.20795","-117.35813","San Diego","6073018510","OCEANSIDE","306374200"
"SAN FRANCISCO FREE CLINIC","4900 CALIFORNIA ST","37.7847806","-122.47012","San Francisco","6075040200","SAN FRANCISCO","306384025"
"WINTERHAVEN HEALTH CLINIC","2133 WINTERHAVEN DR","32.73859","-114.6356","Imperial","6025940000","WINTERHAVEN","306134014"
"CENTRO MEDICO, EL CAJON","133 W MAIN ST","32.79492","-116.96277","San Diego","6073015802","EL CAJON","306374549"
"HILL COUNTRY COMMUNITY CLINIC","29632 HWY 299 E","40.78966","-121.94712","Shasta","6089012601","ROUND MOUNTAIN","306452320"
"BENTLEY HEALTH CENTER","12619 BENTLEY ST","37.64074","-120.76132","Stanislaus","6099002801","WATERFORD","306504091"
"WELLSPACE HEALTH ROSEVILLE COMMUNITY HEALTH CENTER","5 MEDICAL PLAZA DR","38.7650447","-121.2476456","Placer","6061022400","ROSEVILLE","306314050"
"TRI-CITY HEALTH CENTER IRVINGTON DAVE","40910 FREMONT BLVD.","37.53357","-121.96026","Alameda","6001442302","FREMONT","306014387"
"TRI-CITY HEALTH CENTER","2299 MOWRY AVE","37.5567","-121.98179","Alameda","6001441923","FREMONT","306014097"
"KHEIR WILSHIRE CLINIC","3255 WILSHIRE BLVD","34.06182","-118.29307","Los Angeles","6037212101","LOS ANGELES","306198034"
"WESLEY HEALTH CENTERS (LYNWOOD 2)","3580 E IMPERIAL HWY","33.930084","-118.205888","Los Angeles","6037540203","LYNWOOD","306197785"
"ST. JOHNS WELL CHILD AND FAMILY CENTER","326 W 23RD ST","34.02939","-118.27139","Los Angeles","6037224020","LOS ANGELES","306198021"
"THE CHILDENS CLINIC FAMILY HEALTH CENTER WESTSIDE","2125 SANTA FE AVE","33.7958","-118.21555","Los Angeles","6037572800","LONG BEACH","306195054"
"EAST VALLEY CMMTY HEALTH CNTR, INC. - COVINA HEALTH CENTER","276 W COLLEGE ST","34.08747","-117.89409","Los Angeles","6037406101","COVINA","306198019"
"R.O.A.D.S. COMMUNITY CARE CLINIC","121 S LONG BEACH BLVD","33.89488","-118.20794","Los Angeles","6037542401","COMPTON","306198026"
"ALL CARE ONE COMMUNITY HEALTH CENTER","7300 SANTA FE AVE","33.973577","-118.22998","Los Angeles","6037534803","HUNTINGTON PARK","306197866"
"ALL-INCLUSIVE COMMUNITY HEALTH CENTER","3920 EAGLE ROCK BLVD","34.11935","-118.23013","Los Angeles","6037186302","LOS ANGELES","306196197"
"T.H.E. HEALTH AND WELLNESS CENTER AT LA BREA","3721 S LA BREA AVE","34.01966","-118.35563","Los Angeles","6037236000","LOS ANGELES","306198292"
"ORDER OF MALTA CLINIC OF NORTHERN CALIFORNIA","2121 HARRISON ST","37.81075","-122.26253","Alameda","6001403400","OAKLAND","306014245"
"CLINICA CHOC PARA NINOS","406 S MAIN ST","33.74227","-117.86772","Orange","6059074601","SANTA ANA","306304155"
"HARBOR COMMUNITY CLINIC","593 W 6TH  ST","33.73875","-118.28994","Los Angeles","6037296600","SAN PEDRO","306190363"
"ALPHA PREGNANCY HELP CENTER","700 LOUGHBOROUGH DR","37.32272","-120.47987","Merced","6047001004","MERCED","306244054"
"EL DORADO COMMUNITY HEALTH CENTER CAMERON PARK MAIN","3100 POINTE MORINO DR","38.66237","-120.96737","El Dorado","6017030803","CAMERON PARK","306094030"
"LIFELONG BROOKSIDE COMMUNITY HEALTH CENTER - RICHMOND","1030 NEVIN AVE","37.9368","-122.35917","Contra Costa","6013377000","RICHMOND","306074133"
"LIFE LONG BROOKSIDE COMMUNITY HEALTH CENTER SAN PABLO","2023 VALE RD","37.95356","-122.33801","Contra Costa","6013369001","SAN PABLO","306074080"
"RAMONA PREGNANCY CARE CLINIC","1530 MAIN ST","33.03717","-116.87732","San Diego","6073020806","RAMONA","306374202"
"SAN DIEGO FAMILY CARE","7011 LINDA VISTA ROAD","32.78826","-117.16898","San Diego","6073008800","SAN DIEGO","306374553"
"NORTH EAST MEDICAL SERVICES - LUNDY","1715 LUNDY AVE","37.3882","-121.88692","Santa Clara","6085504322","SAN JOSE","306434202"
"ARIA COMMUNITY HEALTH CENTER - MOBILE 2","1000 SKYLINE BLVD","36.007458","-120.121476","Kings","6031001701","AVENAL","306164036"
"HOPE MEDI-VAN","1601 COFFEE RD","37.6681327","-120.9768957","Stanislaus","6099000909","MODESTO","306504071"
"TRI-CITY HEALTH CENTER","1999 MOWRY AVE","37.55807","-121.98065","Alameda","6001441924","FREMONT","306014339"
"ALBERT J. THOMAS MEDICAL CLINIC","10615 INTERNATIONAL BLVD","37.73845","-122.16619","Alameda","6001409300","OAKLAND","306014019"
"PLANNED PARENTHOOD OF VENTURA","5400 RALSTON ST","34.2594","-119.217911","Ventura","6111001502","VENTURA","306564004"
"NCHS WOMENS HEALTH SERVICES - OCEANSIDE","2210 MESA DR","33.20795","-117.35813","San Diego","6073018510","OCEANSIDE","306374274"
"SOUTHERN TRINITY HEALTH SERVICES","321 VAN DUZEN RD","40.46051","-123.53034","Trinity","6105000400","BRIDGEVILLE","306532242"
"ARROYO VISTA FAMILY HEALTH CENTER","6000 N FIGUEROA ST","34.11147","-118.18891","Los Angeles","6037183701","LOS ANGELES","306191135"
"ANGELES COMMUNITY HEALTH CENTER - LOS ANGELES","1919 W 7TH ST","34.05574","-118.27515","Los Angeles","6037208902","LOS ANGELES","306198407"
"PICO ALISO COMMUNITY CLINIC","1625 E 4TH ST","34.042944","-118.222481","Los Angeles","6037206032","LOS ANGELES","306197168"
"CENTRAL CITY COMMUNITY HEALTH CENTER, INC.","10050 GARVEY AVE","34.06271","-118.05003","Los Angeles","6037433504","EL MONTE","306198039"
"VALLEY COMMUNITY HEALTHCARE","9119 HASKELL AVE","34.23575","-118.47637","Los Angeles","6037117202","NORTH HILLS","306198018"
